"participantnum","date","ms_condition","dv_order","prous1","prous2","prous3","prous4","prous5","antius1","antius2","antius3","antius4","antius5","cheerful","sad","active","angryatself","disgusted","calm","guilty","enthusiastic","attentive","afraid","joyful","downhearted","bashful","tired","nervous","sheepish","sluggish","amazed","lonely","distressed","daring","shaky","sleepy","blameworthy","surprised","happy","excited","determined","strong","timid","hostile","frightened","scornful","alone","proud","astonished","relaxed","alert","jittery","interested","irritable","upset","lively","loathing","delighted","angry","ashamed","confident","inspired","bold","atease","energetic","fearless","blue","scared","concentrating","disgustedwithself","shy","drowsy","dissatisfiedwithself","countryofbirth","race","americanid","msincomplete","expert","source","location","proauth_avg","antiauth_avg","pro_minus_anti" 
"96","2017-03-22","tv","anti-first",8,7,7,9,7,7,5,6,6,7,"3","1","3","1","1","1","1","3","5","2","2","1","1","4","1","1","3","1","1","1","1","1","4","1","1","4","4","5","5","1","1","2","1","1","3","1","1","4","1","2","2","1","2","1","1","1","1","3","1","1","1","1","1","1","2","5","1","1","4","2",1,1,7,0,1,"cnj","cnj",7.66666666666667,6.33333333333333,1.33333333333333
"97","2017-03-22","tv","anti-first",7,8,8,8,7,6,6,7,5,7,"3","5","4","5","1","4","5","3","5","5","3","5","5","4","5","5","5","5","5","5","5","5","4","5","3","4","4","4","4","4","5","5","5","5","4","5","4","4","5","4","5","5","4","5","5","5","5","4","4","5","4","4","5","5","5","5","5","4","4","5",1,1,9,0,1,"cnj","cnj",7.66666666666667,6.33333333333333,1.33333333333333
"98","2017-03-22","tv","pro-first",8,8,8,8,8,8,6,8,5,8,"4","1","3","1","1","4","1","3","4","1","3","1","2","2","1","1","1","1","1","1","2","1","2","1","2","4","4","3","3","1","1","1","1","1","3","1","4","2","1","3","1","1","3","1","3","1","1","3","3","3","4","3","2","1","1","3","1","3","1","1",1,1,5,0,1,"cnj","cnj",8,7,1
"99","2017-03-22","ms","pro-first",6,4,7,7,6,4,4,6,4,4,"3","4","2","1","1","3","1","2","4","2","2","1","1","4","5","1","2","2","2","1","3","5","1","1","3","3","3","4","1","4","1","1","1","3","1","1","2","3","3","4","1","1","2","1","3","1","1","2","4","1","1","1","2","2","1","5","3","4","1","4",1,4,5,0,1,"cnj","cnj",6.66666666666667,4.66666666666667,2
"100","2017-03-22","ms","anti-first",7,7,6,8,6,7,7,5,5,5,"2","1","3","2","1","5","2","2","4","1","2","1","1","4","3","1","2","1","2","2","1","1","4","2","1","3","2","4","3","2","1","1","1","2","2","2","4","3","1","3","1","2","2","1","2","3","1","3","2","1","4","1","2","1","1","4","1","3","3","2",1,1,9,0,1,"cnj","cnj",6.66666666666667,5,1.66666666666667
"101","2017-03-22","tv","anti-first",8,8,7,7,7,4,4,2,3,3,"3","1","3","1","1","3","2","3","5","1","3","1","3","3","2","1","3","1","1","1","3","4","2","1","1","4","3","1","4","3","1","1","2","1","1","1","4","3","2","4","1","1","3","1","3","1","1","4","1","1","4","4","2","1","1","4","1","1","2","1",1,1,7,0,1,"cnj","cnj",7,2.66666666666667,4.33333333333333
"102","2017-03-22","tv","anti-first",6,5,7,6,6,6,6,7,5,5,"2","3","2","3","1","3","2","2","5","2","3","4","3","3","3","1","2","2","3","2","1","2","3","2","1","4","2","2","3","4","1","1","1","3","2","1","3","3","1","1","2","1","3","1","2","1","2","2","4","2","2","2","3","2","1","4","2","3","1","2",1,NA,6,0,1,"cnj","cnj",6.33333333333333,5.66666666666667,0.666666666666666
"103","2017-03-22","ms","anti-first",7,8,9,8,8,6,4,8,6,4,"1","2","1","1","1","1","1","1","4","5","1","4","1","4","4","1","3","1","1","4","1","4","4","1","4","1","1","1","1","3","1","4","1","1","1","1","1","4","4","4","3","4","1","1","1","1","1","1","4","1","3","1","1","5","5","4","1","5","4","1",1,1,8,0,1,"cnj","cnj",8.33333333333333,6,2.33333333333333
"104","2017-03-22","tv","anti-first",8,8,8,9,8,6,5,7,7,7,"1","1","1","1","1","4","1","1","2","2","1","2","1","5","3","2","3","1","1","4","1","1","4","1","1","3","1","4","1","2","1","1","1","1","1","1","4","3","1","1","4","1","2","1","2","1","1","3","1","1","4","1","1","1","1","4","1","1","1","1",1,5,4,0,1,"cnj","cnj",8.33333333333333,7,1.33333333333333
"105","2017-03-22","tv","anti-first",9,9,9,9,9,1,1,1,1,1,"2","1","3","1","1","2","1","3","4","1","3","1","2","2","2","1","1","1","1","2","1","1","2","1","1","3","1","3","1","1","1","1","1","1","1","1","1","5","1","1","1","1","3","1","1","1","1","2","2","1","2","3","4","1","1","5","1","1","2","1",1,1,9,0,1,"cnj","cnj",9,1,8
"106","2017-03-22","ms","pro-first",6,6,6,6,6,6,6,6,6,6,"1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1",1,1,7,0,1,"cnj","cnj",6,6,0
"107","2017-03-22","tv","anti-first",7,8,7,7,7,3,2,4,4,4,"2","1","2","1","1","3","1","1","2","1","2","1","1","4","3","1","3","1","1","3","3","3","4","1","1","3","2","1","3","1","1","1","1","1","1","1","4","3","2","2","1","1","1","1","2","1","1","1","1","2","3","2","2","1","1","4","1","1","3","1",1,1,8,0,1,"cnj","cnj",7,4,3
"108","2017-03-22","tv","anti-first",7,6,6,7,7,6,5,6,4,6,"3","1","3","3","1","4","1","4","5","1","4","1","3","4","4","1","2","1","4","1","1","1","3","1","1","4","4","4","4","3","2","1","1","2","1","1","4","3","1","4","1","1","3","1","4","1","1","4","3","2","2","4","3","2","1","4","1","2","1","1",1,1,7,0,1,"cnj","cnj",6.66666666666667,5.33333333333333,1.33333333333333
"109","2017-03-22","tv","anti-first",8,9,7,9,7,7,7,6,5,7,"1","1","3","1","1","4","1","1","4","1","1","1","1","3","1","1","2","1","1","1","1","1","3","1","1","3","1","5","1","1","1","1","1","1","1","1","3","2","1","2","2","1","3","1","1","1","1","4","1","1","4","3","1","1","1","4","1","1","2","1",1,2,8,0,1,"cnj","cnj",7.66666666666667,6,1.66666666666667
"110","2017-03-22","ms","pro-first",5,3,5,5,5,3,1,4,4,2,"3","5","2","5","1","2","4","2","3","4","2","3","2","4","5","2","3","2","5","4","3","2","5","4","1","3","2","2","1","3","2","2","2","2","2","2","3","3","2","2","3","2","3","4","3","1","4","2","2","1","1","3","2","4","3","3","5","4","2","4",1,6,6,0,1,"cnj","cnj",5,3.33333333333333,1.66666666666667
"111","2017-03-22","ms","anti-first",8,8,7,7,7,3,3,7,2,5,"4","1","4","1","1","4","1","4","4","1","4","1","2","1","1","1","1","4","1","1","3","1","1","1","1","5","4","5","4","1","1","1","1","1","4","1","4","3","4","4","1","1","4","1","5","1","1","4","5","5","4","4","4","1","1","4","1","1","1","1",1,1,7,0,1,"cnj","cnj",7,4.66666666666667,2.33333333333333
"112","2017-03-22","tv","pro-first",7,7,6,7,8,6,4,6,6,7,"3","1","3","1","1","4","1","3","4","1","3","1","3","4","1","1","2","1","1","1","1","1","3","1","2","3","2","2","4","1","1","1","1","2","1","1","2","4","2","3","1","1","2","1","1","1","1","2","1","1","2","2","1","1","1","4","1","1","1","1",1,1,8,0,1,"cnj","cnj",7,6.33333333333333,0.666666666666667
"113","2017-03-22","ms","pro-first",9,9,8,8,7,6,4,6,3,5,"2","1","1","1","1","4","1","1","4","1","1","1","3","3","2","2","2","1","1","1","1","1","3","1","1","1","1","1","1","3","1","1","1","1","1","1","2","2","1","3","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","3","1","3","1","1",1,1,6,0,1,"cnj","cnj",7.66666666666667,4.66666666666667,3
"114","2017-03-22","ms","anti-first",8,5,7,7,7,8,8,7,8,7,"3","2","3","1","1","4","1","2","4","2","2","1","1","2","1","1","1","1","1","2","1","1","2","1","2","4","1","3","3","2","1","1","1","1","2","1","5","4","1","4","1","2","2","1","2","1","1","4","3","1","5","2","1","2","1","4","1","1","1","1",1,1,4,0,1,"cnj","cnj",7,7.33333333333333,-0.333333333333333
"115","2017-03-22","ms","anti-first",9,9,9,9,9,9,6,9,6,9,"4","1","2","1","2","5","1","4","3","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","3","2","3","1","1","1","1","1","1","1","5","1","1","1","1","1","3","1","2","1","1","4","3","1","1","4","1","1","1","3","1","1","1","1",1,1,6,0,1,"cnj","cnj",9,8,1
"116","2017-03-22","tv","anti-first",7,4,7,8,4,8,8,8,9,8,"3","1","3","1","1","3","3","1","4","2","2","1","1","3","3","1","2","1","1","2","1","1","2","1","1","3","1","3","4","1","1","1","2","1","4","1","2","2","2","2","2","1","2","1","1","1","1","3","1","4","2","2","2","1","1","4","1","1","2","1",1,1,3,0,1,"cnj","cnj",6.33333333333333,8.33333333333333,-2
"117","2017-03-22","tv","pro-first",8,8,8,8,8,9,9,9,6,9,"2","1","1","1","1","5","1","1","5","1","1","1","1","4","1","1","2","1","1","2","2","1","3","1","1","3","1","2","3","3","1","1","1","1","2","1","4","3","1","2","2","1","2","1","3","1","1","4","2","1","5","1","1","1","1","4","1","1","3","1",1,1,3,0,1,"cnj","cnj",8,8,0
"118","2017-03-22","tv","anti-first",5,7,4,7,4,6,4,7,3,7,"2","1","4","1","1","2","1","2","3","1","2","1","1","5","2","1","1","1","1","1","1","2","5","1","2","3","3","4","2","2","1","1","1","1","4","2","2","2","1","3","1","1","2","1","3","1","1","4","4","2","2","2","2","1","1","3","1","2","3","1",1,1,7,0,1,"cnj","cnj",5,5.66666666666667,-0.666666666666667
"119","2017-03-23","tv","anti-first",8,8,7,7,7,6,4,5,4,3,"5","1","4","1","1","5","1","4","4","1","4","1","3","4","3","2","2","2","1","1","3","1","2","1","1","5","4","4","4","3","1","1","3","1","4","1","4","4","2","4","1","1","3","1","5","1","1","4","4","2","4","4","4","1","1","3","2","1","1","1",1,1,9,0,1,"cnj","cnj",7,4,3
"120","2017-03-23","ms","anti-first",8,7,5,6,5,7,6,3,4,4,"4","3","2","1","2","5","2","4","3","1","4","1","3","3","2","2","3","1","1","2","1","1","2","1","1","4","3","3","2","3","1","1","1",NA,"2","1","4","1","1","2","1",NA,"2","1","4","1","1","2","2","2","5","2","1","1","1","4","1","3","2","1",1,1,3,0,1,"cnj","cnj",5.33333333333333,3.66666666666667,1.66666666666667
"121","2017-03-23","ms","pro-first",8,9,8,8,8,5,4,6,3,6,"3","1","1","1","1","4","1","1","4","1","2","1","1","3","1","1","2","1","1","1","2","1","3","1","1","3","1","2","3","1","1","1","1","1","2","1","4","3","1","3","1","1","1","1","3","1","1","2","2","1","4","2","1","1","1","3","1","1","2","1",1,1,9,0,1,"cnj","cnj",8,5,3
"122","2017-03-22","ms","anti-first",8,6,7,8,6,8,7,7,6,8,"2","3","1","2","1","3","1","1","4","3","1","1","3","2","2","1","2","1","1","4","3","1","2","1","3","2","1","3","2","3","1","2","1","1","2","1","3","4","1","4","2","1","1","1","1","1","1","2","1","1","3","1","1","2","1","5","2","3","2","2",1,4,6,0,1,"cnj","cnj",7,7,0
"123","2017-03-23","ms","anti-first",7,6,7,5,6,8,8,6,7,6,"1","3","1","2","1","2","1","1","3","1","1","1","1","1","4","1","2","1","1","4","1","2","1","1","1","3","1","4","3","1","1","1","1","3","1","1","2","3","3","1","1","3","1","1","1","1","1","2","1","1","1","1","1","1","1","4","2","1","3","3",1,1,7,0,1,"cnj","cnj",6,6.33333333333333,-0.333333333333333
"124","2017-03-22","tv","pro-first",8,8,7,8,7,6,5,6,4,5,"1","1","1","1","1","4","1","1","5","1","2","2","1","5","1","3","4","1","1","2","2","1","5","1","1","2","1","5","1","1","1","2","1","1","2","1","2","1","1","1","1","2","2","1","1","1","2","1","1","1","4","1","1","1","2","5","1","1","5","2",1,NA,9,0,1,"cnj","cnj",7.33333333333333,5,2.33333333333333
"125","2017-03-23","ms","pro-first",6,7,4,5,5,3,2,6,1,6,"3","2","3","1","1","3","1","4","4","1","3","1","2","4","4","1","2","1","1","2","1","1","4","1","1","3","3","2","3","1","1","1","1","1","3","1","2","4","1","4","2","1","3","1","3","1","1","2","3","1","2","3","1","1","1","3","1","3","4","1",1,1,9,0,1,"cnj","cnj",4.66666666666667,4.33333333333333,0.333333333333334
"126","2017-03-23","ms","anti-first",8,9,7,9,8,6,4,7,6,5,"4","2","5","1","1","3","1","4","5","1","4","1","1","4","2","1","2","2","1","2","1","1","4","1","1","4","4","5","5","1","1","1","1","1","5","1","3","3","1","3","3","1","3","2","4","1","1","5","5","2","3","4","5","1","1","4","1","1","1","1",1,1,9,0,1,"cnj","cnj",8,6,2
"127","2017-03-23","ms","pro-first",7,7,9,8,8,6,4,7,5,7,"4","1","2","1","2","3","2","5","5","1","5","1","2","3","2","1","2","1","1","1","3","2","3","1","2","5","2","2","4","2","1","1","2","1","2","1","4","4","1","2","1","1","5","1","4","1","1","5","5","3","5","5","2","1","1","5","1","2","1","1",2,4,8,0,1,"cnj","cnj",8.33333333333333,6.33333333333333,2
"128","2017-03-23","tv","pro-first",8,8,8,8,8,8,8,8,7,8,"3","1","3","1","1","4","1","1","4","1","2","1","1","2","1","1","2","1","1","1","1","1","1","1","1","3","1","2","1","1","1","1","1","1","1","1","4","3","1","3","1","1","3","1","1","1","1","2","1","1","4","2","3","1","1","4","1","1","1","1",1,6,8,0,1,"cnj","cnj",8,7.66666666666667,0.333333333333333
"129","2017-03-23","ms","anti-first",8,6,7,7,8,9,9,8,7,8,"2","2","1","3","1","2","3","1","4","1","1","2","1","4","2","1","2","2","4","3","1","1","2","3","1","3","1","3","3","1","1","1","1","5","2","1","4","3","1","2","2","3","1","1","2","2","2","2","2","1","1","1","1","2","1","1","3","2","2","4",1,1,4,0,1,"cnj","cnj",7.33333333333333,7.66666666666667,-0.333333333333334
"130","2017-03-23","ms","anti-first",7,6,9,6,9,9,9,9,6,9,"3","1","1","1","1","5","1","2","1","1","1","1","1","2","1","1","2","1","1","1","1","1","2","1","1","3","1","5","4","1","1","1","1","1","1","1","3","1","1","1","2","1","1","1","1","1","1","1","1","1","3","1","1","1","1","5","1","1","2","1",1,2,1,0,1,"cnj","cnj",8,8,0
"131","2017-03-23","ms","anti-first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2","1","1","3","5","1","1","4","1","1","1","4","5","2","4","2","1","1","3","1","1","4","1","3","2","1","1","1","3","1","1","1","1","1","1","3","3","2","3","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","4","1","4","4","1",NA,NA,NA,0,1,"cnj","cnj",NA,NA,NA
"132","2017-03-23","ms","pro-first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","5","3","2","2","3","4","4","3","5","1","4","2","5","1","2","4","4","3","1","4","2","2","3","5","4","4","4","4","3","3","3","4","3","4","3","3","1","4","5","3","4","2","5","3","2","3","5","3","4","4","3","2","3","2","2","3","1","1",NA,NA,NA,0,1,"cnj","cnj",NA,NA,NA
"133","2017-03-23","tv","pro-first",7,8,8,7,7,7,6,7,4,7,"4","2","4","1","1","4","2","4","4","2","4","1","2","4","2","1","1","3","1","2","5","1","4","1","3","5","4","3","2","1","1","1","1","1","3","2","4","4","1","4","1","1","4","1","5","1","1","4","5","4","3","4","4","2","1","3","3","1","4","3",1,1,5,0,1,"cnj","cnj",7.33333333333333,6,1.33333333333333
"134","2017-03-23","tv","pro-first",8,8,7,6,7,8,7,8,7,8,"1","3","1","2","1","1","1","1","5","1","1","1","1","5","3","1","5","1","3","2","2","1","5","1","1","1","1","1","1","1","1","1","1","3","1","1","3","1","1","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","4","2",1,1,5,0,1,"cnj","cnj",6.66666666666667,7.66666666666667,-1
"135","2015-03-23","ms","pro-first",7,8,8,8,8,7,6,7,4,7,"2","1","1","1","1","3","1","1","5","2","1","1","1","3","1","1","3","1","1","1","1","1","4","1","1","1","1","1","2","1","1","1","1","1","1","1","4","1","1","3","2","1","1","1","1","1","1","3","1","1","4","1","1","1","1","5","1","1","4","1",1,1,8,0,1,"cnj","cnj",8,6,2
"136","2017-03-23","tv","anti-first",7,7,8,8,8,3,3,4,2,3,"2","2","2","2","2","2","1","1","1","1","2","2","1","4","2","2","3","1","3","2","1","1","5","2","1","2","1","2","2","3","1","1","2","3","2","1","2","1","1","1","1","1","1","1","2","1","2","3","2","1","3","3","1","2","1","1","2","4","5","2",1,1,6,0,1,"cnj","cnj",8,3,5
"137","2017-03-23","ms","pro-first",7,8,6,7,6,2,2,3,3,3,"1","1","1","1","1","4","1","1","4","1","1","1","1","5","1","1","4","1","1","4","1","1","4","1","1","2","1","1","3","1","1","1","1","1","1","1","4","2","1","1","4","1","1","1","2","1","1","1","2","1","2","1","2","1","1","3","1","1","4","1",1,1,6,0,1,"cnj","cnj",6.33333333333333,3,3.33333333333333
"138","2017-03-23","ms","anti-first",7,7,7,7,7,1,1,1,1,1,"4","2","2","3","1","2","1","4","4","1","4","1","1","2","3","2","2","1","2","4","3","1","2","1","1","3","3","4","3","1","1","1","1","2","2","1","2","4","1","3","1","2","4","2","4","1","1","2","4","1","2","4","4","2","1","4","3","1","2","4",1,1,6,0,1,"cnj","cnj",7,1,6
"139","2017-03-23","tv","anti-first",8,8,8,8,8,4,3,5,4,4,"3","3","2","1","1","2","1","2","4","3","3","1","1","3","3","1","3","1","3","3","3","2","3","1","1","4","3","3","3","3","3","1","1","3","1","1","2","3","2","2","2","1","2","1","3","2","1","3","3","1","2","2","3","1","1","3","1","3","2","1",1,1,7,0,1,"cnj","cnj",8,4.33333333333333,3.66666666666667
"140","2017-03-23","ms","pro-first",7,7,6,7,6,6,4,5,5,5,"3","1","2","1","1","3","1","1","3","2","2","1","1","2","3","1","2","1","1","1","2","1","2","1","1","3","2","2","2","1","1","2","1","1","2","1","2","2","1","1","2","1","1","1","3","1","1","1","2","1","3","1","1","1","2","1","1","1","2","1",1,1,6,0,1,"cnj","cnj",6.33333333333333,5,1.33333333333333
"141","2017-03-23","ms","pro-first",7,8,7,5,6,6,3,3,1,4,"3","1","1","1","1","3","1","1","5","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","3","3","1","3","1","1","1","1","1","1","1","1","4","1","1","4","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","3","1","1","1","1",2,1,4,0,1,"cnj","cnj",6,2.66666666666667,3.33333333333333
"A1","3/16/2017","ms","pro-first",3,3,2,3,3,4,3,3,4,3,"2","3","3","1","2","3","3","2","4","4","1","3","2","2","2","2","2","2","1","3","3","1","1","1","1","1","1","4","4","3","1","2","1","2","2","1","2","3","1","1","1","4","1","1","2","1","2","2","4","3","3","3","3","3","2","4","1","1","1","1",2,4,5,0,1,"occid","occid",2.66666666666667,3.33333333333333,-0.666666666666667
"A2","3/21/2017","ms","pro-first",7,5,7,7,7,4,4,7,5,7,"2","3","2","1","1","4","1","2","2","1","2","1","3","5","2","2","3","2","1","1","1","1","5","1","2","2","1","2","2","2","1","1","1","2","1","1","1","2","1","2","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","2","1","1","4","1",1,4,8,0,1,"occid","occid",7,6.33333333333333,0.666666666666667
"A3","3/21/2017","tv","anti-first",6,7,7,7,7,6,6,7,6,6,"4","2","4","1","2","3","1","4","5","1","4","1","2","1","3","1","1","4","1","2","5","1","1","1","3","5","4","5","5","1","1","1","1","1","5","2","3","4","2","5","2","1","5","1","4","2","1","5","5","3","4","5","4","1","1","5","1","1","1","1",1,1,4,0,1,"occid","occid",7,6.33333333333333,0.666666666666667
"A4","3/23/2017","tv","anti-first",7,7,7,7,7,7,6,7,7,7,"4","1","4","1","1","4","1","3","4","1","4","1","1","3","1","1","2","1","1","1","2","1","2","1","1","4","3","4","3","1","1","1","1","1","1","1","4","3","1","3","1","1","2","1","4","1","1","3","3","2","4","3","2","1","1","4","1","1","1","1",1,1,7,0,1,"occid","occid",7,7,0
"A5","3/23/2017","ms","anti-first",8,9,8,9,8,8,8,7,6,8,"1","3","2","2","1","4","2","2","3","3","2","3","1","4","4","3","4","2","1","3","2","3","4","2","3","2","2","3","2","3","1","1","1","2","2","1","4","2","1","4","2","1","1","1","1","1","2","2","2","1","2","2","1","3","2","3","2","2","2","4",1,1,8,0,1,"occid","occid",8.33333333333333,7,1.33333333333333
"M1","3/23/2017","ms","pro-first",7,7,8,7,5,7,7,8,6,5,"2","1","3","1","1","5","1","2","4","1","4","1","3","4","1","1","2","1","1","3","1","1","5","1","1","3","1","5","4","1","1","1","1","1","3","1","5","4","1","1","1","1","2","1","2","1","1","14","2","1","4","2","2","1","1","4","1","2","2","1",1,1,4,0,1,"occid","occid",6.66666666666667,6.33333333333333,0.333333333333334
"A6","4/4/2017","ms","pro-first",6,5,6,6,5,5,5,5,4,4,"2","4","1","1","1","2","2","1","2","3","1","1","1","3","2","1","2","1","2","2","3","2","3","1","1","1","1","2","3","2","1","2","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","2","1","1","1","1","2","1","2","1","1","1","2","1",1,4,6,0,1,"occid","occid",5.66666666666667,4.33333333333333,1.33333333333333
"M2","4/4/2017","ms","pro-first",5,7,7,8,7,8,6,6,6,7,"1","4","3","4","1","3","2","1","4","2","3","2","1","5","1","1","1","1","1","3","3","1","1","5","1","2","4","4","3","1","1","3","1","1","3","3","1","3","1","1","1","3","1","2","1","1","1","3","2","3","2","3","3","2","1","3","2","1","1","3",1,6,7,0,1,"occid","occid",7.33333333333333,6.33333333333333,1
"M3","4/4/2017","ms","anti-first",8,8,7,7,7,7,7,8,5,7,"5","3","3","1","1","3","1","4","3","1","3","2","1","3","2","1","3","1","1","2","1","1","3","1","1","4","4","3","2","2","1","1","1","1","2","1","3","2","1","3","1","1","3","1","2","1","1","3","3","1","1","3","1","1","1","4","1","4","3","1",1,1,3,0,1,"occid","occid",7,6.66666666666667,0.333333333333333
"A7","4/5/2017","ms","anti-first",6,5,6,7,6,7,7,6,5,7,"3","1","4","1","1","5","1","4","4","1","4","1","2","3","1","1","2","3","1","1","4","1","2","1","2","3","4","5","4","1","1","1","2","1","5","1","4","4","1","4","1","1","4","1","2","1","1","5","3","1","3","4","4","1","1","4","1","1","2","1",1,NA,7,0,1,"occid","occid",6.33333333333333,6,0.333333333333333
"M4","4/5/2017","ms","pro-first",3,4,4,5,4,5,5,5,4,5,"2","2","2","2","2","3","3","1","3","1","1","2","3","5","1","2","4","1","1","3","2","1","5","3","1","1","1","2","1","1","1","1","1","1","1","1","4","1","1","1","2","3","1","1","1","1","2","2","1","1","2","2","3","3","1","3","2","2","5","4",2,4,1,0,1,"occid","occid",4.33333333333333,4.66666666666667,-0.333333333333334
"M6","4/6/2017","ms","pro-first",5,4,6,6,4,5,5,7,5,7,"2","3","3","1","2","3","1","1","4","1","3","1","3","4","1","1","3","2","3","3","1","1","4","1","1","3","1","2","3","1","1","1","1","2","1","1","2","1","1","4","1","1","1","1","1","1","1","2","1","3","2","1","1","1","1","3","1","1","3","1",2,4,5,0,1,"occid","occid",5.33333333333333,6.33333333333333,-1
"M6B","4/13/2017","ms","anti-first",9,5,7,5,7,9,7,7,7,7,"2","2","2","1","1","3","1","2","2","1","2","1","1","2","2","1","3","1","2","3","1","1","2","2","1","2","1","4","2","1","1","1","1","2","1","1","2","2","1","3","3","2","2","1","1","1","1","4","1","3","3","2","2","1","1","2","1","1","2","1",1,1,2,0,1,"occid","occid",6.33333333333333,7,-0.666666666666667
